Time_index,Time,Strain,Temperature
20090911120000,2009-09-11 12:00:00,,
20090911160000,2009-09-11 16:00:00,,
20090911200000,2009-09-11 20:00:00,,
20090912000000,2009-09-12 00:00:00,,
20090912040000,2009-09-12 04:00:00,,
20090912080000,2009-09-12 08:00:00,,
20090912120000,2009-09-12 12:00:00,,
20090912160000,2009-09-12 16:00:00,,
20090912200000,2009-09-12 20:00:00,,
20090913000000,2009-09-13 00:00:00,,
20090913040000,2009-09-13 04:00:00,,
20090913080000,2009-09-13 08:00:00,,
20090913120000,2009-09-13 12:00:00,,
20090913160000,2009-09-13 16:00:00,,
20090913200000,2009-09-13 20:00:00,,
20090914000000,2009-09-14 00:00:00,,
20090914040000,2009-09-14 04:00:00,,
20090914080000,2009-09-14 08:00:00,,
20090914120000,2009-09-14 12:00:00,,
20090914160000,2009-09-14 16:00:00,,
20090914200000,2009-09-14 20:00:00,,
20090915000000,2009-09-15 00:00:00,,
20090915040000,2009-09-15 04:00:00,,
20090915080000,2009-09-15 08:00:00,,
20090915120000,2009-09-15 12:00:00,,
20090915160000,2009-09-15 16:00:00,,
20090915200000,2009-09-15 20:00:00,,
20090916000000,2009-09-16 00:00:00,,
20090916040000,2009-09-16 04:00:00,,
20090916080000,2009-09-16 08:00:00,,
20090916120000,2009-09-16 12:00:00,,
20090916160000,2009-09-16 16:00:00,,
20090916200000,2009-09-16 20:00:00,,
20090917000000,2009-09-17 00:00:00,,
20090917040000,2009-09-17 04:00:00,,
20090917080000,2009-09-17 08:00:00,,
20090917120000,2009-09-17 12:00:00,,
20090917160000,2009-09-17 16:00:00,,
20090917200000,2009-09-17 20:00:00,,
20090918000000,2009-09-18 00:00:00,,
20090918040000,2009-09-18 04:00:00,,
20090918080000,2009-09-18 08:00:00,,
20090918120000,2009-09-18 12:00:00,,
20090918160000,2009-09-18 16:00:00,,
20090918200000,2009-09-18 20:00:00,,
20090919000000,2009-09-19 00:00:00,,
20090919040000,2009-09-19 04:00:00,,
20090919080000,2009-09-19 08:00:00,,
20090919120000,2009-09-19 12:00:00,,
20090919160000,2009-09-19 16:00:00,,
20090919200000,2009-09-19 20:00:00,,
20090920000000,2009-09-20 00:00:00,,
20090920040000,2009-09-20 04:00:00,,
20090920080000,2009-09-20 08:00:00,,
20090920120000,2009-09-20 12:00:00,,
20090920160000,2009-09-20 16:00:00,,
20090920200000,2009-09-20 20:00:00,,
20090921000000,2009-09-21 00:00:00,,
20090921040000,2009-09-21 04:00:00,,
20090921080000,2009-09-21 08:00:00,,
20090921120000,2009-09-21 12:00:00,,
20090921160000,2009-09-21 16:00:00,,
20090921200000,2009-09-21 20:00:00,,
20090922000000,2009-09-22 00:00:00,,
20090922040000,2009-09-22 04:00:00,,
20090922080000,2009-09-22 08:00:00,,
20090922120000,2009-09-22 12:00:00,,
20090922160000,2009-09-22 16:00:00,,
20090922200000,2009-09-22 20:00:00,,
